"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"4622",2410620,"Cozy apt in the Upper East Side",12320096,"Luanna","Manhattan","Upper East Side",40.78207,-73.94449,"Entire home/apt",130,30,6,2019-11-10,0.19,1,0
"4623",3519172,"Gallery Suite",17719747,"Rhonda","Brooklyn","Fort Greene",40.69039,-73.97007,"Entire home/apt",250,30,24,2019-11-10,0.33,1,363
"4624",3849226,"Gorgeous Room in Heart of Soho",5369757,"Leighann","Manhattan","SoHo",40.72741,-74.0019,"Private room",119,30,62,2019-11-10,0.78,2,365
"4625",4547273,"Beautiful Spacious Studio By Park",10411359,"Alison","Manhattan","Upper West Side",40.78398,-73.97458,"Entire home/apt",77,30,36,2019-11-10,0.48,1,0
"4626",8838513,"Room in colorful Bushwick SUPER close to subways!",1423123,"Gretchen","Brooklyn","Williamsburg",40.70058,-73.94405,"Private room",35,1,10,2019-11-10,0.18,1,0
"4627",14557504,"Cozy & Clean #5",23533897,"Fatou","Brooklyn","Crown Heights",40.67609,-73.9528,"Private room",120,1,31,2019-11-10,0.55,6,2
"4628",14827512,"comfy bed in SOHO",9390190,"Amy","Manhattan","SoHo",40.7216,-73.99803,"Shared room",100,30,64,2019-11-10,1.15,4,89
"4629",16683957,"Cozy Studio in Williamsburg",19233325,"Emre","Brooklyn","Williamsburg",40.70742,-73.94795,"Entire home/apt",100,30,23,2019-11-10,0.45,1,49
"4630",19117207,"Private bedroom on Upper East Side !!!",133586767,"Milorad","Manhattan","Upper East Side",40.77564,-73.95114,"Private room",90,30,17,2019-11-10,0.36,1,0
"4631",19550419,"LARGE Luxury Private Room 5 mins from Times Sq",21496186,"Richard","Manhattan","Midtown",40.75105,-73.98717,"Private room",148,30,27,2019-11-10,0.59,6,0
"4632",20353880,"Spacious Home In South Brooklyn",17414475,"Cassia","Brooklyn","Columbia St",40.68182,-74.00455,"Private room",108,1,67,2019-11-10,1.72,1,0
"4633",21649172,"Sanctuary on the Upper West Side of Manhattan",4431637,"Rebecca","Manhattan","Upper West Side",40.79913,-73.97153,"Entire home/apt",250,6,5,2019-11-10,0.13,1,0
"4634",21751275,"Modern West Soho Apartment",27551651,"Rachel","Manhattan","SoHo",40.72583,-74.00347,"Entire home/apt",225,30,12,2019-11-10,0.3,1,0
"4635",21930306,"10 mins/Airports JFK/LGA/Hosp/malls bus/train#2",126247863,"Seeranie","Queens","Richmond Hill",40.69003,-73.82132,"Private room",36,1,80,2019-11-10,2,4,40
"4636",22812324,"Giant 1 bed in Bed-Stuy, Brooklyn! 5 mins to train",33822427,"Christopher","Brooklyn","Bedford-Stuyvesant",40.69408,-73.94929,"Entire home/apt",100,30,49,2019-11-10,1.28,1,0
"4637",26356082,"Entire Greenpoint / North Williamsburg Gem",1828429,"Lola","Brooklyn","Greenpoint",40.72585,-73.95448,"Entire home/apt",120,4,4,2019-11-10,0.17,1,149
"4638",26488707,"Harlem Peace Quarters",65093286,"Angel","Manhattan","Harlem",40.81619,-73.94548,"Private room",72,30,23,2019-11-10,0.68,1,0
"4639",27927147,"Private Suite, 2 Blocks from Subway, Memory Foam",2702372,"Esther","Brooklyn","Sunset Park",40.64679,-74.00684,"Private room",65,30,18,2019-11-10,0.57,1,0
"4640",31474126,"Loft in Bushwick",126052775,"Lancelot","Brooklyn","Bushwick",40.7037,-73.92095,"Private room",29,30,4,2019-11-10,0.19,1,0
"4641",31560410,"Homey Studio just minutes from Time Square",21129281,"","Manhattan","Washington Heights",40.83921,-73.93958,"Entire home/apt",130,30,15,2019-11-10,0.56,1,0
"4642",35060529,"SWEET BROOKLYN",179436298,"Nyota","Brooklyn","Bedford-Stuyvesant",40.69032,-73.92716,"Entire home/apt",130,1,5,2019-11-10,0.24,5,185
"4643",35607523,"Bright, Spacious & Charming 1-bed Brownstone Apt",6768659,"Leonie","Brooklyn","Park Slope",40.66734,-73.97805,"Entire home/apt",149,2,5,2019-11-10,0.25,1,0
"4644",36724527,"Comfy room 15 mins from midtown NYC",276028531,"Marco","Queens","Sunnyside",40.74048,-73.92585,"Private room",55,2,15,2019-11-10,0.76,1,0
"4645",37260897,"Awesome apartment in the heart of GREENPOINT!",280499717,"Caio","Brooklyn","Greenpoint",40.73245,-73.95333,"Private room",100,30,10,2019-11-10,0.49,1,0
"4646",39689636,"Cozy North Slope Bedroom",712590,"Erin","Brooklyn","Prospect Heights",40.67894,-73.97284,"Private room",70,2,1,2019-11-10,0.06,2,0
"4647",39870493,"Cozy room at heart of Bed-Stuy.",100641343,"Maria Sofia","Brooklyn","Bedford-Stuyvesant",40.68848,-73.94656,"Private room",46,30,1,2019-11-10,0.06,1,83
"4648",393094,"Designer studio in Luxury Building",1965972,"Alayna","Manhattan","Battery Park City",40.70594,-74.01675,"Entire home/apt",225,30,31,2019-11-11,0.28,1,0
"4649",690849,"East Village Artist's Studio",284224,"Daniel","Manhattan","East Village",40.72952,-73.98479,"Entire home/apt",120,30,45,2019-11-11,0.43,1,83
"4650",5747706,"Williamsburg Loft #3 Solitario....",3538661,"Phillip","Brooklyn","Williamsburg",40.71516,-73.95976,"Private room",150,30,16,2019-11-11,0.22,4,365
"4651",6635985,"New Bedroom for ONE (1) Professional.",34720872,"Carlos","Queens","Long Island City",40.75591,-73.92944,"Private room",55,30,8,2019-11-11,0.33,1,89
"4652",20552326,"Bedroom #1  in Queens",137838298,"Norma","Queens","Jamaica",40.6807,-73.76825,"Private room",54,30,23,2019-11-11,0.53,1,179
"4653",20803227,"Central Park north",29766155,"Miero","Manhattan","Harlem",40.80094,-73.95134,"Entire home/apt",150,30,3,2019-11-11,0.15,1,0
"4654",21664702,"Room with charming private rooftop in Williamsburg",89337192,"Matteo","Brooklyn","Williamsburg",40.71001,-73.94662,"Private room",99,3,51,2019-11-11,1.33,1,0
"4655",22082514,"Brooklyn private room&balcony",58633574,"Luna Maria","Brooklyn","Bedford-Stuyvesant",40.69951,-73.94123,"Private room",70,2,12,2019-11-11,0.3,1,0
"4656",22105520,"Designer Tudor Townhouse with Chef's Kitchen!",3663769,"Joshua","Brooklyn","Crown Heights",40.67386,-73.94428,"Entire home/apt",225,2,19,2019-11-11,0.48,1,0
"4657",24158806,"An Art Decor Inspired Urban Oasis",142426920,"Christina Jo","Brooklyn","Prospect Heights",40.68059,-73.9703,"Private room",225,30,14,2019-11-11,0.4,1,68
"4658",24913510,"NYC soho offering a discount for week of New Years",28823649,"Rose","Manhattan","SoHo",40.72605,-74.00243,"Entire home/apt",194,30,11,2019-11-11,0.36,2,89
"4659",27491566,"Brooklyn Room with private rooftop",48018277,"Alejandro","Brooklyn","Bedford-Stuyvesant",40.69198,-73.94017,"Private room",65,2,13,2019-11-11,0.41,1,45
"4660",27593335,"Large sunny 1 bedroom  with everything you need",6067124,"Chelsea","Brooklyn","Carroll Gardens",40.68333,-73.9909,"Entire home/apt",150,6,4,2019-11-11,0.13,1,0
"4661",30062478,"CHELSEA HUDSON YARDS HIGHLINE ADORABLE APARTMENT",225913271,"Kristie","Manhattan","Chelsea",40.75009,-74.00176,"Entire home/apt",127,30,13,2019-11-11,0.46,1,173
"4662",31301852,"Cozy & Chic 1 Bedroom in Harlem",25455101,"Amoi","Manhattan","East Harlem",40.80743,-73.93712,"Entire home/apt",200,4,1,2019-11-11,0.06,1,0
"4663",32842295,"Beautiful bedroom and full bathroom",233227636,"Waqas","Brooklyn","Flatlands",40.625,-73.92799,"Private room",47,30,29,2019-11-11,1.18,2,129
"4664",36315795,"Modern Bedstuy Bungalow",61872828,"Madison","Brooklyn","Bedford-Stuyvesant",40.68561,-73.92752,"Private room",90,30,8,2019-11-11,0.38,1,0
"4665",37797768,"Home sweet home in Astoria- NY",286039659,"Feon","Queens","Astoria",40.76576,-73.92625,"Private room",90,30,12,2019-11-11,0.61,1,313
"4666",38092217,"GREEN YARD",197592915,"Alex","Staten Island","Clifton",40.61993,-74.07329,"Private room",55,30,12,2019-11-11,0.62,1,0
"4667",38488968,"Spacious, well-decorated bedroom in West Harlem",293477042,"Adam","Manhattan","Harlem",40.81999,-73.95357,"Private room",70,3,1,2019-11-11,0.06,2,0
"4668",38720591,"☕ Home-y Apartment on Quiet Street w/ French Press",296079529,"Morgan","Brooklyn","Williamsburg",40.71787,-73.94262,"Entire home/apt",170,30,2,2019-11-11,0.11,1,0
"4669",39296340,"Quiet spacious room in a 3 bedroom apartment",697081,"Mary-Elizabeth","Brooklyn","Flatbush",40.63707,-73.95674,"Private room",88,30,3,2019-11-11,0.17,1,364
"4670",39486515,"New Visitors heaven! New York downtown@uptown. NYC",295225889,"Ozvaldo","Manhattan","Inwood",40.86675,-73.92639,"Private room",100,30,2,2019-11-11,0.11,2,365
"4671",45910,"Beautiful Queens Brownstone! - 5BR",204539,"Mark","Queens","Ridgewood",40.70309,-73.89963,"Entire home/apt",395,30,13,2019-11-12,0.12,6,365
"4672",2194038,"Two Bedroom Flat",11189753,"Sj","Brooklyn","Fort Greene",40.68541,-73.97134,"Entire home/apt",250,30,27,2019-11-12,0.32,4,356
"4673",9944808,"Spacious Den",23193,"Paris","Brooklyn","Bedford-Stuyvesant",40.68802,-73.93719,"Private room",43,30,7,2019-11-12,0.13,6,365
"4674",12273048,"Central Location,  Time Square, 24 hour doorman",49580011,"Amy","Manhattan","Theater District",40.76239,-73.98164,"Entire home/apt",90,30,5,2019-11-12,0.08,1,301
"4675",14827265,"private room in SOHO",9390190,"Amy","Manhattan","SoHo",40.7217,-73.99969,"Private room",120,30,39,2019-11-12,0.71,4,89
"4676",19155632,"Scenic & quiet Apt - Windsor Terrace/Prospect Park",114146085,"Sophia","Brooklyn","Windsor Terrace",40.65118,-73.97986,"Entire home/apt",115,30,40,2019-11-12,0.87,1,0
"4677",21839021,"Bushwick private 10 foot ceiling dwelling",131476075,"Lakisha","Brooklyn","Bushwick",40.68604,-73.91335,"Private room",54,2,24,2019-11-12,0.6,8,180
"4678",29756137,"1 bedroom Apartment.",215041024,"Ife","Queens","Edgemere",40.5945,-73.77521,"Entire home/apt",70,4,4,2019-11-12,0.18,1,62
"4679",34013205,"cozy private studio in greenpoint..",25346924,"Edyta","Brooklyn","Greenpoint",40.72777,-73.95788,"Entire home/apt",150,30,7,2019-11-12,0.31,1,0
"4680",34677122,"Large Private Bedroom with bathroom",4267089,"Jo","Brooklyn","Bedford-Stuyvesant",40.68325,-73.92931,"Private room",85,4,3,2019-11-12,0.16,2,83
"4681",34738463,"Private Group Studio",4852748,"Michelle","Manhattan","Morningside Heights",40.81295,-73.96282,"Entire home/apt",140,30,4,2019-11-12,0.18,1,365
"4682",37499101,"Cute studio apartment 20 min from Manhattan",42404841,"Christina","Queens","Astoria",40.76539,-73.91341,"Entire home/apt",150,30,13,2019-11-12,0.64,1,179
"4683",38154071,"Mid Century Modern Oasis Minutes from Midtown",42525625,"Hillary","Queens","Long Island City",40.75498,-73.92184,"Entire home/apt",230,7,1,2019-11-12,0.06,1,0
"4684",39114171,"# 6 Private Room QUEEN bed 25min NYC by Hotel-Like",48684597,"David","Queens","Maspeth",40.73637,-73.896,"Private room",55,30,6,2019-11-12,0.33,7,0
"4685",2405505,"Luxury West Village apt with views!",12294891,"Lillian","Manhattan","West Village",40.73637,-74.00259,"Entire home/apt",500,3,9,2019-11-13,0.11,1,10
"4686",2683387,"Great Room In Mid Town New York NYC",11837926,"Anthony","Manhattan","Midtown",40.7646,-73.97992,"Private room",75,7,55,2019-11-13,0.68,2,363
"4687",13166383,"1 Bedroom in Classic Downtown Neighborhood: Greenwich/West Village",22541573,"Ken","Manhattan","West Village",40.72987,-74.00993,"Entire home/apt",234,30,1,2019-11-13,0.06,92,356
"4688",19803515,"Little Italian Manor",139871943,"Patrick","Manhattan","SoHo",40.72081,-73.99778,"Private room",110,30,67,2019-11-13,1.48,3,0
"4689",27430466,"Quiet Private Rm: Harlem/Central Park/Columbia Uni",80514732,"Jamie","Manhattan","Harlem",40.80478,-73.95716,"Private room",82,30,5,2019-11-13,0.16,1,0
"4690",28247510,"Williamsburg escape in a perfect location!",3942655,"Danny","Brooklyn","Williamsburg",40.71501,-73.94381,"Private room",94,30,2,2019-11-13,0.08,1,87
"4691",34254969,"Cozy neighborhood Subway M/R<2min> & 7 Line<5min>",204704622,"Momoyo","Queens","Woodside",40.74616,-73.89775,"Private room",35,30,2,2019-11-13,0.11,94,0
"4692",34648504,"Sweet Sunshine",20851517,"Maggie","Manhattan","Hell's Kitchen",40.7666,-73.98971,"Private room",100,30,3,2019-11-13,0.15,3,0
"4693",35711006,"Single Bedroom in a Stunning & Inspiring Art Loft!",268353279,"Lea","Brooklyn","Red Hook",40.67745,-74.00776,"Private room",80,30,10,2019-11-13,0.53,3,0
"4694",38545696,"cozy 1 BR in 2 BR hidden gem in washington heights",293017018,"Lee","Manhattan","Harlem",40.8317,-73.94963,"Private room",75,30,1,2019-11-13,0.06,1,97
"4695",222304,"BEST DEAL IN CHELSEA 1 bdrm NYC",1153993,"Anton","Manhattan","Chelsea",40.7401,-74.00019,"Entire home/apt",70,30,34,2019-11-14,0.3,1,92
"4696",525388,"Greenpoint gypset retreat",787204,"Jenna","Brooklyn","Greenpoint",40.73118,-73.95687,"Entire home/apt",180,30,22,2019-11-14,0.21,1,283
"4697",3354605,"25 Minutes to Manhattan! Big & clean bedroom",52189306,"Abegail","Queens","Woodside",40.7476,-73.89608,"Private room",38,14,20,2019-11-14,0.49,1,159
"4698",4074248,"Skylight Room in BK Duplex in Williamsburg",6459254,"Todd","Brooklyn","Williamsburg",40.71442,-73.94654,"Private room",500,30,34,2019-11-14,0.43,1,88
"4699",4728136,"Private 2-room space (ba and kitchen shared)",12261576,"Bohdana","Brooklyn","Sunset Park",40.6504,-74.00702,"Private room",40,7,13,2019-11-14,0.18,2,0
"4700",4902497,"CLOSE TO EAST SIDE HOSPITALS-  2 BR, Modern Bath",25237492,"Juliana","Manhattan","Upper East Side",40.76134,-73.96111,"Entire home/apt",165,30,14,2019-11-14,0.19,34,365
"4701",5761032,"Comfy Bedroom- Artsy Townhouse- Historic Location",29887425,"Cheryl","Manhattan","Harlem",40.81793,-73.94739,"Private room",81,3,73,2019-11-14,1,1,89
"4702",27903031,"Lovely Room/ private Bath in Prewar Midtown Gem",7580102,"Jamie","Manhattan","Midtown",40.76465,-73.98174,"Private room",175,30,5,2019-11-14,0.16,3,133
"4703",34592851,"Beautiful Brooklyn Brownstone Production Space",19867664,"Cheryl","Brooklyn","Crown Heights",40.67134,-73.94726,"Entire home/apt",4000,30,3,2019-11-14,0.13,2,178
"4704",40091096,"Studio in NYC (Times Square)",4117834,"Johmary","Manhattan","Hell's Kitchen",40.7594,-73.99535,"Entire home/apt",100,30,1,2019-11-14,0.06,1,0
"4705",19250742,"Harlem Garden Oasis in  New York City Brownstone",58782992,"Mark And Josephine","Manhattan","Harlem",40.82132,-73.94394,"Entire home/apt",109,30,98,2019-11-15,2.14,1,29
"4706",23901526,"Wyndham Midtown 45 NYC (1 Bedroom Presidential)",100238132,"Michael","Manhattan","Midtown",40.75233,-73.97328,"Entire home/apt",286,30,6,2019-11-15,0.17,12,96
"4707",27600209,"Modern studio in Harlem",101170153,"Wale","Manhattan","Harlem",40.81666,-73.94193,"Entire home/apt",150,30,14,2019-11-15,0.43,1,0
"4708",34373985,"Peaceful loft ‘2’",34643568,"Dave","Manhattan","East Harlem",40.79269,-73.9411,"Private room",65,31,18,2019-11-15,0.79,6,89
"4709",34863999,"# 9 Private Room KING Bed 25 min NYC by Hotel-Like",48684597,"David","Queens","Maspeth",40.73769,-73.89529,"Private room",55,30,50,2019-11-15,2.21,7,0
"4710",36383411,"Artist’s room in beautiful Clinton Hill.",162283008,"Daniel","Brooklyn","Clinton Hill",40.6876,-73.96343,"Private room",45,3,2,2019-11-15,0.11,1,0
"4711",37809089,"Hip Grand Street Studio",3538661,"Phillip","Brooklyn","Williamsburg",40.71524,-73.95962,"Entire home/apt",200,30,3,2019-11-15,0.16,4,0
"4712",38523193,"舒适，整洁，经济，背包客公寓（双人大床房）",293802985,"Sophia","Queens","Flushing",40.77037,-73.83028,"Private room",50,30,3,2019-11-15,0.16,2,0
"4713",39059931,"Glam, New w  large private garden w fireplace (s)",13324910,"Barbara","Manhattan","Upper East Side",40.78505,-73.95575,"Entire home/apt",465,30,1,2019-11-15,0.06,1,330
"4714",39229807,"Sunny Large bedroom with private bath",301118741,"Joe","Queens","Jackson Heights",40.75339,-73.88154,"Private room",59,30,1,2019-11-15,0.06,1,88
"4715",39561209,"Spacious Bedroom in the Center of Manhattan",126345787,"Humzah","Manhattan","Midtown",40.74629,-73.99022,"Private room",125,30,1,2019-11-15,0.06,1,0
"4716",39915321,"Cozy room in Upper Manhattan.",307567071,"Aleksey","Manhattan","Washington Heights",40.84439,-73.94125,"Private room",50,30,2,2019-11-15,0.12,1,90
"4717",326832,"Cozy Upper East Side Studio",668564,"Nitzan","Manhattan","Upper East Side",40.77516,-73.9537,"Entire home/apt",162,30,37,2019-11-16,0.41,1,0
"4718",658932,"Cozy room on a tree lined street",3323929,"Erika","Queens","Ridgewood",40.69958,-73.90251,"Private room",74,30,31,2019-11-16,0.32,1,365
"4719",1725295,"UN/NYU medical steps away! Midtown East w/CAT",215764,"Lynn","Manhattan","Murray Hill",40.74759,-73.9771,"Private room",92,2,140,2019-11-16,1.53,1,90
"4720",2107883,"Flex 2br: Cleaning CDC guidelines implemented",7503643,"Vida","Brooklyn","Greenpoint",40.72683,-73.94009,"Entire home/apt",119,30,6,2019-11-16,0.11,52,319
"4721",10017170,"Murray Hill 2 Bedroom Suite",50760546,"CRNY Monthly Rentals","Manhattan","Murray Hill",40.74709,-73.97816,"Entire home/apt",150,30,4,2019-11-16,0.08,28,127
"4722",18481196,"Studio in Chelsea",1750685,"Shayan","Manhattan","Chelsea",40.74584,-73.99734,"Entire home/apt",145,30,15,2019-11-16,0.36,1,0
"4723",20665380,"Modern 2 bedrooms Apt in brand new building.",8502406,"Yassir","Brooklyn","Crown Heights",40.67091,-73.95244,"Entire home/apt",135,7,18,2019-11-16,0.49,1,0
"4724",29038655,"Small Cozy Room in Astoria, Queens",6586697,"Yasha","Queens","Astoria",40.76678,-73.91058,"Private room",55,2,11,2019-11-16,0.36,3,89
"4725",32166672,"Cozy apartment close to Central Park",187849608,"Florencio","Manhattan","Upper West Side",40.79025,-73.97282,"Private room",170,30,9,2019-11-16,0.35,1,0
"4726",33880071,"Beautiful Studio",255845450,"Ariel","Manhattan","East Harlem",40.78538,-73.94204,"Entire home/apt",150,30,14,2019-11-16,0.59,1,364
"4727",34490354,"Studio 2 Queen Beds steps away from Times Square",260618374,"The Knickerbocker","Manhattan","Theater District",40.75544,-73.98837,"Hotel room",245,1,1,2019-11-16,0.06,13,364
"4728",35644555,"Amazing Luxury on Striver’s Row",268149303,"Tarvatta","Manhattan","Harlem",40.81834,-73.94414,"Private room",95,30,14,2019-11-16,0.66,1,0
"4729",36566497,"Nice private room in cosy apartment",274886165,"Edouard","Brooklyn","Greenpoint",40.72993,-73.95481,"Private room",60,30,3,2019-11-16,0.15,1,0
"4730",36975161,"Location! & affordable private room in Brooklyn",203294661,"Ileana","Brooklyn","Clinton Hill",40.68255,-73.95892,"Private room",65,30,1,2019-11-16,0.06,1,88
"4731",37723966,"Brooklyn Garden Apt Spacious & Modern",285169106,"Vincent","Brooklyn","Bedford-Stuyvesant",40.68632,-73.92731,"Entire home/apt",118,30,4,2019-11-16,0.21,1,0
"4732",38355774,"Master Room in FiDi (Seaport) w/ Private Bathroom",291908012,"Alice","Manhattan","Financial District",40.70872,-74.0015,"Private room",145,30,14,2019-11-16,0.73,2,90
"4733",38596531,"舒适，整洁，经济，背包客公寓（双人床）",293802985,"Sophia","Queens","Flushing",40.76865,-73.82879,"Private room",45,30,1,2019-11-16,0.06,2,0
"4734",689329,"Cozy 15 mins Manhattan& 10 Mins LGA",2446219,"Biren","Queens","East Elmhurst",40.75804,-73.89447,"Private room",85,30,309,2019-11-17,3.19,2,0
"4735",2764516,"East Village Manhattan NYC Bedroom!",2208993,"Chris","Manhattan","Lower East Side",40.72114,-73.98576,"Private room",74,30,46,2019-11-17,0.54,2,365
"4736",6460353,"A True Gem.",11775328,"Kamilah","Brooklyn","Prospect-Lefferts Gardens",40.65651,-73.96187,"Entire home/apt",148,30,19,2019-11-17,0.28,1,313
"4737",21175036,"Beautiful Brooklyn Private Room",152878377,"Anthony","Brooklyn","Flatbush",40.64364,-73.96483,"Private room",75,30,22,2019-11-17,0.52,2,87
"4738",22000376,"2000呎 法拉盛美丽豪华大套房",135530716,"Angela","Queens","Flushing",40.7656,-73.79621,"Entire home/apt",218,30,63,2019-11-17,1.55,4,0
"4739",22575619,"Cozy, Humble and private",80824522,"Nat","Brooklyn","Williamsburg",40.70339,-73.93463,"Private room",65,30,24,2019-11-17,0.66,2,270
"4740",24962583,"NOVEMBER AMAZING SPECIAL GRAMMERCY MANHATTAN",18767788,"","Manhattan","Gramercy",40.73757,-73.98061,"Entire home/apt",165,30,48,2019-11-17,1.43,1,89
"4741",25224320,"Brooklyn Cultural Chateau: Sunny Private Room",4224480,"Nate","Brooklyn","Bushwick",40.6913,-73.92484,"Private room",85,30,52,2019-11-17,1.48,1,364
"4742",25543393,"Photography Studio 
 / Loft 📸 + 🎬 PLEASE READ",192723267,"Blake","Brooklyn","Williamsburg",40.70794,-73.93511,"Entire home/apt",195,2,18,2019-11-17,0.82,1,152
"4743",26898028,"ONE Room →→→20mins to TimesSQ ☆彡  COZY, COZY, COZY",19303369,"Hiroki","Queens","Woodside",40.74256,-73.90277,"Private room",39,30,4,2019-11-17,0.13,120,0
"4744",29994675,"Near 5 major trains in 1 subway station!",225489491,"Ikwo","Brooklyn","Bedford-Stuyvesant",40.67734,-73.90816,"Private room",55,30,11,2019-11-17,0.46,1,0
"4745",30937756,"Sonder *Weekly Discounts* 1BR at The Nash",219517861,"Sonder (NYC)","Manhattan","Murray Hill",40.74916,-73.97562,"Entire home/apt",233,2,11,2019-11-17,0.43,43,176
"4746",34302049,"Bright, cozy 1 bedroom near Central Park",17831516,"Rebecca","Manhattan","East Harlem",40.78715,-73.94721,"Entire home/apt",35,30,1,2019-11-17,0.06,1,0
"4747",37498923,"Elegant 3BD Midtown Loft near Times Sq-Broadway",15546865,"Dmitriy & Amy","Manhattan","Hell's Kitchen",40.76131,-73.99236,"Entire home/apt",399,30,4,2019-11-17,0.2,1,270
"4748",37732641,"Entire 1 bedroom Apt in Williamsburg",1862040,"Kayu","Brooklyn","Williamsburg",40.70801,-73.95435,"Entire home/apt",104,30,3,2019-11-17,0.15,1,0
"4749",38437586,"Comfortable home feel in the heart of Queens, NY.",42291391,"Adrian","Queens","Maspeth",40.73231,-73.89163,"Entire home/apt",42,2,11,2019-11-17,0.59,1,0
"4750",39022484,"Gaylord Room at Incentra Village Guest House",241889662,"Incentra Village Guest House","Manhattan","West Village",40.73888,-74.00343,"Private room",113,1,1,2019-11-17,0.06,12,0
"4751",39340210,"Spacious apartment in East Village",113305692,"Cole","Manhattan","East Village",40.72174,-73.98425,"Private room",200,30,1,2019-11-17,0.06,1,0
"4752",495249,"10min Walk & 15mins to Tourist Spot",2446219,"Biren","Queens","Jackson Heights",40.75347,-73.89145,"Private room",111,1,234,2019-11-18,2.23,2,0
"4753",2926030,"Bright & Spacious Apartment Near A, C,  1 Trains",6648437,"Wendy","Manhattan","Washington Heights",40.84327,-73.9392,"Private room",50,30,10,2019-11-18,0.12,1,0
"4754",3311830,"Beautiful Clean & Quiet Room! Rm#1",11674837,"Christopher","Queens","Ridgewood",40.70469,-73.9076,"Private room",61,30,157,2019-11-18,1.91,3,365
"4755",7399036,"Amazing apartment available for a year to rent!",38706510,"Sarah","Manhattan","Upper West Side",40.78098,-73.97888,"Entire home/apt",80,30,3,2019-11-18,0.06,2,0
"4756",13548357,"Convenient & Spacious Place in Brooklyn, NYC",19163998,"","Brooklyn","Flatbush",40.63021,-73.9617,"Entire home/apt",70,30,93,2019-11-18,1.71,1,0
"4757",14042426,"Riverdale - Room with Breakfast for Ladies Only",17365319,"Fahmida","Bronx","Kingsbridge",40.88312,-73.90437,"Private room",53,30,19,2019-11-18,0.34,1,89
"4758",16976026,"Cheap Family home with desk 10 mn to JFK+Mall",107455767,"Guelma","Queens","Rosedale",40.65384,-73.73434,"Private room",35,30,72,2019-11-18,1.42,4,365
"4759",22715506,"Luxury Chelsea apt. walking distance to everything",5601966,"Kristen","Manhattan","Chelsea",40.74909,-74.00521,"Entire home/apt",250,30,37,2019-11-18,0.99,1,0
"4760",27467399,"Quality accommodation in a prime location!",100704594,"Kate","Manhattan","Chelsea",40.74781,-73.99767,"Private room",195,30,27,2019-11-18,0.85,1,0
"4761",29492557,"Brick wall apartment in front of subway station",110366443,"","Manhattan","Harlem",40.81429,-73.94263,"Private room",31,30,3,2019-11-18,0.1,1,83
"4762",39453401,"Large and stylish bedroom in the heart of Bushwick",57155587,"Xinyi","Brooklyn","Bushwick",40.7043,-73.92512,"Private room",60,30,2,2019-11-18,0.11,2,0
"4763",39532714,"Cozy LES Studio",32924585,"Elaine","Manhattan","Lower East Side",40.71916,-73.9861,"Entire home/apt",179,30,3,2019-11-18,0.17,1,365
"4764",2739978,"Spacious East Village Apartment",14020493,"Eva","Manhattan","Greenwich Village",40.72944,-73.99419,"Entire home/apt",200,30,8,2019-11-19,0.09,1,0
"4765",7863289,"1 XLrg BR w backyard - City cntre to Penn & Vessel",9367710,"Prem","Manhattan","Hell's Kitchen",40.7541,-73.99652,"Private room",99,30,4,2019-11-19,0.2,1,0
"4766",14253050,"Comfort and charm: 1BDR on Upper East Side",20852937,"Ceri","Manhattan","Upper East Side",40.7758,-73.9531,"Entire home/apt",150,30,40,2019-11-19,0.7,1,0
"4767",14726498,"Inwood Manhattan everything close!!",91678787,"Waldy","Manhattan","Inwood",40.86675,-73.91813,"Private room",42,30,94,2019-11-19,1.67,1,365
"4768",16529755,"Super cozy room ! Very conveniently located .",1863597,"Nicole","Manhattan","Chelsea",40.74283,-73.99589,"Private room",70,30,16,2019-11-19,0.33,1,97
"4769",23625998,"The Washington test test 2222",176780491,"Samantha","Brooklyn","Crown Heights",40.67071,-73.9381,"Entire home/apt",265,30,3,2019-11-19,0.08,1,30
"4770",33752082,"# 1 Private Room KING Bed 25 min NYC by Hotel-Like",48684597,"David","Queens","Maspeth",40.7381,-73.89667,"Private room",55,1,46,2019-11-19,1.94,7,0
"4771",34082442,"Beautiful Clean & Quiet Room! Rm#3",11674837,"Christopher","Queens","Ridgewood",40.70454,-73.90808,"Private room",66,30,21,2019-11-19,0.9,3,180
"4772",34708585,"Spacious Greenpoint Loft",5665583,"Sergio","Brooklyn","Greenpoint",40.73452,-73.95753,"Entire home/apt",128,3,1,2019-11-19,0.06,1,0
"4773",36054622,"Light-filled Luxury Williamsburg Home, Roof Access",22254292,"Rachel","Brooklyn","Williamsburg",40.71774,-73.94542,"Entire home/apt",175,30,7,2019-11-19,0.33,1,0
"4774",37818248,"# 3 Private Room KING bed 25 min NYC by Hotel-Like",48684597,"David","Queens","Maspeth",40.73872,-73.89704,"Private room",55,30,22,2019-11-19,1.1,7,0
"4775",1745430,"2BR Flex Loft: Cleaning CDC guidelines implemented",7503643,"Vida","Brooklyn","Greenpoint",40.72739,-73.94155,"Entire home/apt",129,30,7,2019-11-20,0.08,52,288
"4776",2619802,"Incredible 2-BR w/ Kitchen Island!",13347167,"AFI Apartments","Manhattan","Upper East Side",40.77131,-73.9571,"Entire home/apt",80,30,6,2019-11-20,0.08,30,350
